,filename,height,width,n_channels
0,005-Charmeleon.jpg_top_left.jpg,108,108,3
1,005-Charmeleon.jpg_top_right.jpg,108,106,3
2,005-Charmeleon.jpg_bottom_left.jpg,106,108,3
3,005-Charmeleon.jpg_bottom_right.jpg,106,106,3
4,059-Arcanine.jpg_top_left.jpg,108,108,3
5,059-Arcanine.jpg_top_right.jpg,108,106,3
6,059-Arcanine.jpg_bottom_left.jpg,106,108,3
7,059-Arcanine.jpg_bottom_right.jpg,106,106,3
