0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1028,0.0,0.0,0.1028,0.010280000000000001,0.01056784
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1028,0.1,0.1028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18643453028654336,0.0,0.0,0.1028,0.018643453028654337,0.019165469713456656
244.0,287.0,235.0,281.0,213.0,215.0,225.0,257.0,253.0,290.0,0.1028,2500.0,2500.0
