filename,dist_to_target
image_0002.jpg,7286.12
image_0102.jpg,79703.71
image_0202.jpg,2717508.85
image_0302.jpg,71892.88
image_0402.jpg,483175.91
image_0502.jpg,170057.84
image_0602.jpg,5175.49
image_0702.jpg,10123368.79
image_0802.jpg,3331.25
image_0902.jpg,5352.84
image_1002.jpg,60631.44
image_1102.jpg,7062.79
image_1202.jpg,15748.83
image_1302.jpg,111230.07
